"unique_storm_number","sub_storms","Suspended_Sediment_mg_L","Chloride_mg_L","NO2_NO3_N_mg_L","Ammonium_N_mg_L","TKN_Unfiltered_mg_L","Dissolved_Reactive_Phosphorus_mg_L","TP_Unfiltered_mg_L","Total_Nitrogen_computed_mg_L","Organic_Nitrogen_computed_mg_L","Suspended_Sediment_Load_pounds","Chloride_Load_pounds","NO2_NO3_N_Load_pounds","Ammonium_N_Load_pounds","TKN_Unfiltered_Load_pounds","Dissolved_Reactive_Phosphorus_Load_pounds","TP_Unfiltered_Load_pounds","Total_Nitrogen_load_pounds","Organic_Nitrogen_Load_pounds","sum_runoff","Flag_Suspended_Sediment","Flag_Chloride","Flag_NO2_NO3_N_","Flag_Ammonium_N_","Flag_TKN_Unfiltered","Flag_Dissolved_Reactive_Phosphorus_","Flag_TP_Unfiltered","frozen","comments","site","water_year","sample_start","sample_end","storm_start","storm_end","peak_discharge","rain_startdate","rain_enddate","rain","duration","Ievent","I5","I10","I15","I30","I60","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1","ARFdays2","ARFdays7","ARFdays14","ant_dis_1day_max","ant_dis_2day_mean","ant_dis_2day_max","ant_dis_3day_mean","ant_dis_3day_max","ant_dis_7day_mean","ant_dis_7day_max","ant_dis_14day_mean","ant_dis_14day_max","sin_sdate","cos_sdate","tmax","tmin","prcp","snow","snwd","snwd_diff","period","period_crop","days_since_planting","days_since_fertilizer"
64,"ESW1-26",1094,54.2,19.3,0.32,4.84,0.567,1.65,24.14,4.52,1786.76744816,88.521751088,31.521582952,0.5226376448,7.9048943776,0.92604857688,2.694850356,39.4264773296,7.3822567328,26161.92,"HT",NA,NA,NA,"HT",NA,"HT","FALSE",NA,"SW1","WY13","2013-05-02 17:55:00","2013-05-06 07:59:59","2013-05-02 17:53:00","2013-05-06 08:15:00",0.659,"2013-05-02 14:55:00","2013-05-03 21:07:00",1.847,30.2,0.061158940397351,0.972,0.708,0.616,0.524,0.379,1203.60618884504,6.30689642954801,1279.61819668818,6.70519935064607,0,0,0,0.027,24.7,23.85,24.7,23.9666666666667,24.7,25.1428571428571,30.9,50.6785714285714,177,0.863142128049912,-0.504961054721519,22.8,1.7,1.46850473,0,0,0,"before","before",0,194
69,"ESW1-27",3185,79.4,37.6,0.27,10.6,0.49,3.15,48.2,10.33,1396.6732689,34.818165636,16.488199344,0.1183993038,4.648268964,0.2148728106,1.381325211,21.136468308,4.5298696602,7024.32,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY13","2013-07-08 06:20:00","2013-07-08 15:15:00","2013-07-08 06:18:59","2013-07-08 15:15:00",2.21,"2013-07-08 05:19:00","2013-07-08 10:09:00",1.798,4.83333333333333,0.372,2.316,1.818,1.464,1.008,0.9,1662.22390863089,16.7552169989994,1594.61523959384,16.0737216151059,0,0,0,0,65.1,33.555,65.1,23.1866666666667,65.1,11.8514285714286,65.1,11.8214285714286,65.1,-0.111659007121694,-0.993746580436178,28.3,19.4,1.2598432,0,0,0,"before","before",30,30
73,"ESW1-28",558,17.2,0.7,0.32,4.51,0.623,1.78,5.21,4.19,16.85454624,0.519530816,0.021143696,0.0096656896,0.1362258128,0.01881788944,0.0537653984,0.1573695088,0.1265601232,483.84,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2013-10-31 23:12:59","2013-11-01 04:59:59","2013-10-31 23:06:59","2013-11-01 05:15:00",0.0616,"2013-10-31 13:19:00","2013-11-01 02:39:00",1.125,13.3333333333333,0.084375,0.432,0.378,0.324,0.252,0.18,580.709517036327,1.46338798293154,690.894089030741,1.74105310435747,0,0,0,0,23.7,13.66,23.7,9.31,23.7,4.34142857142857,23.7,2.55142857142857,23.7,-0.858763958275803,0.512371412128423,14.4,6.1,1.40944958,0,0,0,"before","before",0,16
75,"ESW1-29",304,17.3,1.7,0.05,2.94,0.454,1.09,4.64,2.89,24.92367104,1.418353648,0.139375792,0.004099288,0.2410381344,0.03722153504,0.0893644784,0.3804139264,0.2369388464,1313.28,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2013-11-05 19:45:00","2013-11-06 16:14:59","2013-11-05 19:43:00","2013-11-06 16:30:00",0.0447,"2013-11-05 16:10:00","2013-11-06 10:22:00",0.855,18.2,0.046978021978022,0.216,0.162,0.18,0.144,0.117,373.453640281555,0.53777324200544,455.240845426703,0.655546817414453,0,0,1.125,1.125,44.2,24.285,44.2,18.33,44.2,16.6442857142857,44.2,8.62928571428571,44.2,-0.811539059007362,0.584298173628367,12.2,-0.5,1.38976453,0,0,0,"before","before",0,21
77,"ESW1-30",250,137,0.05,0.76,11.57,0.216,1.81,11.62,10.81,35.733925,19.5821909,0.007146785,0.108631132,1.653766049,0.0308741112,0.258713617,1.660912834,1.545134917,2289.6,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2013-11-17 10:14:00","2013-11-18 21:15:00","2013-11-17 10:02:00","2013-11-18 21:29:59",0.1147,"2013-11-17 08:09:00","2013-11-17 18:34:00",0.81,10.4166666666667,0.07776,0.54,0.378,0.324,0.216,0.18,442.627676725166,0.956075781726359,514.791088532073,1.11194875122928,0,0,0,0.855,80.5,42.72,80.5,29.7166666666667,80.5,16.2,80.5,18.2778571428571,80.5,-0.687052767223668,0.726607524768564,14.4,-2.1,0.44881914,0,0,0,"before","before",0,33
81,"ESW1-31a",1,25.9,2.5,3.06,5.09,1.16,1.33,7.59,2.03,0.4018381,10.40760679,1.00459525,1.229624586,2.045355929,0.466132196,0.534444673,3.049951179,0.815731343,6436.8,"HT",NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW1","WY14","2014-03-10 13:59:59","2014-03-14 02:14:00","2014-03-10 13:45:00","2014-03-14 02:14:00",0.0537,"2014-03-10 13:45:00","2014-03-10 13:46:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,2.765,2.98,2.6,2.98,2.12714285714286,2.98,1.97642857142857,2.98,0.927541683579196,0.373719714790471,11.7,-15.5,0,0,11.5748094,-7.086618,"before","before",0,146
82,"ESW1-31b",32,48.9,1.2,6.2,15,2.85,3.7,16.2,8.8,26.82228864,40.987809828,1.005835824,5.196818424,12.5729478,2.388860082,3.101327124,13.578783624,7.376129376,13426.56,"HT",NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW1","WY14","2014-03-14 02:14:00","2014-03-18 10:45:00","2014-03-14 02:14:00","2014-03-18 10:45:00",0.1186,"2014-03-14 02:14:00","2014-03-14 02:15:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,4.17,4.28,4.02666666666667,4.28,3.32428571428571,4.28,2.48642857142857,4.28,0.951056516295153,0.309016994374948,6.7,-14.9,0.01181103,0,7.4015788,-3.93701,"before","before",0,150
83,"ESW1-31c",17,44.3,0.9,5.53,9.6,2.01,2.48,10.5,4.07,9.69211922,25.256522438,0.513112194,3.1527893698,5.473196736,1.1459505666,1.4139091568,5.98630893,2.3204073662,9132.48,"HT",NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW1","WY14","2014-03-18 10:45:00","2014-03-22 10:16:00","2014-03-18 10:45:00","2014-03-22 10:16:00",0.1206,"2014-03-18 10:45:00","2014-03-18 10:46:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,5.06,5.14,4.97,5.14,4.50714285714286,5.14,3.44642857142857,5.14,0.970063921851507,0.242849722095937,5,-8.8,0.21259854,0.9842525,4.5669316,-5.118113,"before","before",0,154
85,"ESW1-32a,ESW1-32b",271.058096415328,36.796992171405,1.70140090646889,4.09421920065925,9.12599917593737,1.53217964565307,2.27615986814998,10.8274000824063,5.03177997527812,354.83544804,48.170032094,2.227261834,5.3596410646,11.946619744,2.005738468,2.9796645712,14.173881578,6.5869786794,20969.28,"HT, HT","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","TRUE, TRUE","NA, NA","SW1","WY14","2014-03-27 11:15:00","2014-03-30 04:30:00","2014-03-27 11:15:00","2014-03-30 04:30:00",0.354,"2014-03-27 11:15:00","2014-03-27 23:53:00",0.477,12.6333333333333,0.0377572559366755,0.432,0.324,0.252,0.216,0.189,246.760249305047,0.5330021384989,286.334503144409,0.618482526791923,0,0,0,0,46.8,43.15,46.8,39.8333333333333,46.8,27.52,46.8,16.3221428571429,46.8,0.995918996147179,0.0902516100310432,11.1,-4.3,0.40944904,0,0,-3.149608,"before","before",0,163
87,"ESW1-33a",1821,75,9.7,1.54,11.9,0.559,3.19,21.6,10.36,351.63153084,14.482353,1.873050988,0.2973709816,2.297866676,0.10794180436,0.6159827476,4.170917664,2.0004956944,3093.12,"HT",NA,NA,NA,"HT",NA,"HT","FALSE",NA,"SW1","WY14","2014-04-12 12:49:59","2014-04-13 01:43:59","2014-04-12 12:45:59","2014-04-13 01:43:59",0.2605,"2014-04-12 10:07:00","2014-04-12 23:25:00",1.074,13.3,0.0807518796992481,1.116,0.612,0.504,0.432,0.378,699.673486176572,3.02258946028279,754.33521113396,3.25872811209871,0,0,0,0,65.7,51.8,65.7,49.8666666666667,65.7,60.8714285714286,78.4,97.1,218,0.982926551979983,-0.183998351657678,10,2.8,1.61023709,0,0,0,"before","before",0,179
88,"ESW1-33b",901,78.4,17.3,1.59,8.9,0.741,2.05,26.2,7.31,311.0280832,27.06393088,5.97201536,0.548873088,3.07230848,0.2557955712,0.70766656,9.04432384,2.523435392,5529.6,"HT",NA,NA,NA,"HT",NA,"HT","FALSE",NA,"SW1","WY14","2014-04-13 01:43:59","2014-04-13 18:24:59","2014-04-13 01:43:59","2014-04-13 18:24:59",0.3972,"2014-04-13 01:43:59","2014-04-13 18:13:00",0.495,16.4836111111111,0.0300298276065452,0.432,0.324,0.288,0.234,0.207,280.269504577873,0.655830640712224,328.220600853086,0.76803620599622,1.074,1.074,1.074,1.074,273,169.35,273,125.533333333333,273,88.6714285714286,273,103.742857142857,273,0.97961369164549,-0.200890555130635,10,2.8,1.01968559,0,0,0,"before","before",0,180
89,"ESW1-33c",1638,57.2,12.8,1.5,9.5,1.05,2.82,22.3,8,2183.13947124,76.236616456,17.059942144,1.99921197,12.66167581,1.399448379,3.7585185036,29.721617954,10.66246384,21349.44,"HT",NA,NA,NA,"HT",NA,"HT","FALSE",NA,"SW1","WY14","2014-04-13 18:24:59","2014-04-14 06:42:59","2014-04-13 18:24:59","2014-04-14 06:42:59",1.262,"2014-04-13 17:26:00","2014-04-14 03:42:00",1.143,10.2666666666667,0.111331168831169,0.324,0.27,0.252,0.234,0.216,613.176893003274,1.43483392962766,731.88395713932,1.71260845970601,0.486,1.533,1.533,1.533,273,169.35,273,125.533333333333,273,88.6714285714286,273,103.742857142857,273,0.97961369164549,-0.200890555130635,10,-4.9,1.57874101,3.5039389,0.9842525,1.968505,"before","before",0,180
90,"ESW1-33d",338,61,12.3,1.61,6.3,0.937,1.43,18.6,4.69,136.73283,24.676635,4.9757805,0.65130135,2.5485705,0.379049295,0.57848505,7.524351,1.89726915,6480,"HT",NA,NA,NA,"HT",NA,"HT","FALSE",NA,"SW1","WY14","2014-04-14 06:42:59","2014-04-14 22:00:00","2014-04-14 06:42:59","2014-04-14 22:00:00",0.1986,"2014-04-14 06:42:59","2014-04-14 14:16:00",0.036,7.55027777777778,0.00476803649608182,0.108,0.054,0.036,0.018,0.018,16.3494776865112,0.00294290598357201,13.9981295151072,0.00251966331271929,1.179,2.712,2.712,2.712,886,579.5,886,408.233333333333,886,204.6,886,151.457142857143,886,0.976010550632369,-0.217723230396531,3.3,-4.9,0.55905542,3.5039389,1.968505,1.968505,"before","before",0,181
93,"ESW1-34",1021,51.8,9.4,0.26,7,0.571,1.92,16.4,6.74,720.87543682,36.573308156,6.636855148,0.1835725892,4.94233894,0.40315364782,1.3556129664,11.579194088,4.7587663508,11309.76,"HT",NA,NA,NA,"HT",NA,"HT","FALSE",NA,"SW1","WY14","2014-05-12 05:24:59","2014-05-13 14:30:00","2014-05-12 05:24:59","2014-05-13 14:30:00",0.6996,"2014-05-12 04:31:00","2014-05-13 07:14:00",1.142,26.7166666666667,0.0427448533998752,1.464,1.056,0.884,0.77,0.602,880.403489927222,6.77910687243961,887.498541676899,6.83373877091212,0,0,0,0,194,108.1,194,82.2333333333333,194,53.9428571428571,194,56.2214285714286,194,0.763888612790544,-0.645348113229549,18.9,8.9,1.05118167,0,0,0,"before","before",0,209
95,"ESW1-35b,ESW1-35c,ESW1-35d",10944.1779269828,61.193159882501,11.6389844733529,0.543953000419639,35.8728913134704,0.557742341586236,11.2945824590852,47.5118757868233,35.3289383130508,14067.01745488,78.654171554,14.960081866,0.6991659312,46.108953238,0.716889958,14.5174073062,61.069035104,45.4097873068,20589.12,"HT, HT, HT","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","FALSE, FALSE, FALSE","NA, NA, NA","SW1","WY14","2014-06-01 20:46:59","2014-06-02 10:32:00","2014-06-01 20:46:59","2014-06-02 10:32:00",1.99,"2014-06-01 15:54:00","2014-06-02 05:18:00",2.48,13.4,0.185074626865672,3.528,2.382,2.388,1.448,0.862,2121.13492922342,30.7140337751551,2117.90602688898,30.6672792693524,0,0,0,0,500,263.95,500,178.156666666667,500,81.8442857142857,500,57.4864285714286,500,0.486272707108691,-0.87380710361108,30,18.3,1.34252041,0,0,0,"before","before",0,229
96,"ESW1-35e",22417,31.8,4.2,0.4,48,0.692,15.6,52.2,47.6,34012.77474698,48.249374892,6.372558948,0.606910376,72.82924512,1.04995495048,23.669504664,79.201804068,72.222334744,24304.32,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2014-06-02 10:32:00","2014-06-03 01:30:00","2014-06-02 10:32:00","2014-06-03 01:30:59",3.516,"2014-06-02 10:32:00","2014-06-02 15:23:00",0.796,4.85,0.164123711340206,3.552,2.562,1.924,1.286,0.742,743.556785265929,9.56214025851985,731.172770376672,9.402881827044,2.48,2.48,2.48,2.48,500,263.95,500,178.156666666667,500,81.8442857142857,500,57.4864285714286,500,0.486272707108691,-0.87380710361108,25.6,16.1,0.5905515,0,0,0,"before","before",0,230
97,"ESW1-36",3054,90.7,19.2,1.05,7.8,0.676,2.09,27,6.75,1238.74442304,36.789168032,7.787784192,0.425894448,3.163787328,0.27419490176,0.8477327584,10.95157152,2.73789288,6497.28,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2014-06-18 05:15:59","2014-06-18 20:44:59","2014-06-18 05:15:59","2014-06-19 07:59:59",0.3936,"2014-06-18 02:19:00","2014-06-18 12:48:00",1.072,10.4833333333333,0.102257551669316,1.092,0.978,0.832,0.578,0.37,665.680746044579,3.84763471213766,731.200963970516,4.22634157174958,0,0,0,0,91.8,48.575,91.8,33.7533333333333,91.8,18.8614285714286,91.8,38.5592857142857,155,0.230305670230614,-0.973118337233261,23.3,16.7,0.98031549,0,0,0,"before","before",6,6
100,"ESW1-37",167,74.2,39.2,0.83,3.22,0.271,0.647,42.42,2.39,5.58474052,2.481363752,1.310909152,0.0277564948,0.1076818232,0.00906266276,0.02163668932,1.4185909752,0.0799253284,535.68,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2014-08-12 03:27:00","2014-08-12 11:37:59","2014-08-12 03:22:59","2014-08-12 11:44:59",0.0471,"2014-08-11 21:02:00","2014-08-12 11:38:00",1.786,14.6,0.122328767123288,1.44,1.158,1.024,0.872,0.769,1274.67962731219,11.1152063501623,1326.96948537299,11.5711739124525,0,0,0,0,7.85,4.095,7.85,2.87666666666667,7.85,1.55714285714286,7.85,1.54785714285714,7.85,-0.655156357209083,-0.755493314072682,22.8,11.7,1.00000054,0,0,0,"before","before",61,36
103,"ESW1-38",2011,18,2.9,0.67,8.8,0.287,3.15,11.7,8.13,48.8111931,0.4368978,0.07038909,0.016262307,0.21359448,0.0069660927,0.076457115,0.28398357,0.197332173,388.8,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2014-09-04 20:12:00","2014-09-04 22:59:59","2014-09-04 20:08:59","2014-09-05 01:00:00",0.1275,"2014-09-04 19:32:00","2014-09-04 21:54:00",0.699,2.36666666666667,0.295352112676056,2.184,1.65,1.392,0.876,0.6,619.324732173704,5.42528465384165,606.986317299632,5.31720013954478,0,0,0,0,110,57.87,110,39.1433333333333,110,17.8571428571429,110,10.7442857142857,110,-0.903355802324684,-0.428891937912485,25,13.3,2.61023763,0,0,0,"before","before",84,59
104,"ESW1-39",2103,40.8,6.9,0.31,9.7,0.63,3.14,16.6,9.39,792.88698186,15.382686096,2.601483678,0.1168782522,3.657158214,0.2375267706,1.1838635868,6.258641892,3.5402799618,6039.36,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2014-09-05 05:35:00","2014-09-05 16:30:00","2014-09-05 05:33:59","2014-09-06 09:00:00",1.383,"2014-09-05 05:33:59","2014-09-05 06:57:00",0.577,1.38361111111111,0.417024693836579,3.456,2.166,1.588,0.848,0.487,553.473147623436,4.69345229184673,540.224489051741,4.58110366715877,0.699,0.699,0.699,0.699,110,57.87,110,39.1433333333333,110,17.8571428571429,110,10.7442857142857,110,-0.903355802324684,-0.428891937912485,23.9,10.6,0.18897648,0,0,0,"before","before",85,60
106,"ESW1-40a",922,59.8,2.4,0.08,4.7,0.385,1.6,7.1,4.62,95.98051348,6.225200332,0.249840816,0.0083280272,0.489271598,0.0400786309,0.166560544,0.739112414,0.4809435708,1667.52,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2014-09-20 03:29:00","2014-09-21 04:30:00","2014-09-20 03:26:00","2014-09-21 04:30:00",0.1129,"2014-09-20 03:07:00","2014-09-21 00:08:00",0.775,21.0166666666667,0.0368754956383822,1.8,1.68,1.408,0.83,0.487,601.892742549167,4.99570976315808,613.550100956069,5.09246583793538,0,0,0,0,2.65,2.515,2.65,2.61333333333333,2.81,4.23571428571429,8.36,5.97928571428571,16.3,-0.982926551979982,-0.183998351657683,23.9,4.4,0.79921303,0,0,0,"before","before",100,75
107,"ESW1-40b",1036,47.5,5.8,0.39,5.3,0.632,1.9,11.1,4.91,384.45280384,17.6269384,2.152341952,0.1447264416,1.966795232,0.23453105408,0.705077536,4.119137184,1.8220687904,5944.32,"HT",NA,NA,NA,NA,NA,NA,"FALSE","Komiskey, Matthew J.:sampled just after peak, ended sample time early, use 40a to estimate last half of event","SW1","WY14","2014-09-21 04:30:00","2014-09-21 15:08:00","2014-09-21 04:30:00","2014-09-21 15:08:00",0.5732,"2014-09-21 04:30:00","2014-09-21 09:09:00",0.324,4.65,0.0696774193548387,0.432,0.378,0.36,0.306,0.225,190.642255272416,0.583365301133592,212.847915341678,0.651314620945534,0.243,0.775,0.775,0.775,34.6,18.625,34.6,13.21,34.6,7.98428571428571,34.6,7.28642857142857,34.6,-0.98594814996383,-0.167051625502123,15,4.4,0.25984266,0,0,0,"before","before",101,76
109,"ESW1-41",666,56.5,3.7,0.33,5.7,0.758,2.04,9.4,5.37,147.2831028,12.4947377,0.81823946,0.072978114,1.26053106,0.1676285164,0.451137432,2.07877052,1.187552946,3542.4,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2014-10-03 04:14:59","2014-10-03 15:45:00","2014-10-03 03:00:00","2014-10-03 21:15:00",0.2276,"2014-10-03 02:54:00","2014-10-03 08:05:00",0.350999999,5.18333333333333,0.067717041607717,0.216000072,0.162000054,0.18000006,0.144000048,0.126000042,160.514582532147,0.231141075893292,197.931502091726,0.285021458019207,0,0,0,1.099,7.91,5.265,7.91,4.33333333333333,7.91,3.45,7.91,10.26,44.8,-0.999250011239684,0.0387222808921717,17.8,5,0.33858286,0,0,0,"before","before",0,88
110,"ESW1-42",1086,33.4,9.1,0.12,6.9,0.674,2.39,16,6.78,595.72471356,18.321551964,4.991800086,0.0658259352,3.784991274,0.36972233604,1.3110332094,8.77679136,3.7191653388,8786.88,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2014-10-13 19:20:00","2014-10-14 04:12:59","2014-10-13 19:18:59","2014-10-14 04:12:59",0.928,"2014-10-13 16:35:00","2014-10-14 02:18:00",0.881999963,9.71666666666667,0.0907718658319039,0.863999724,0.539999898,0.432000028,0.288000038,0.224999988,506.329856261062,1.4582301784372,570.597388525795,1.6433206957813,0,0,0,0.350999999,119,60.805,119,41.33,119,19.7014285714286,119,13.6814285714286,119,-0.974100455172421,0.226115685508287,16.7,8.9,1.30315031,0,0,0,"before","before",0,98
123,"ESW1-43",3035,74.8,18.8,0.8,16.2,0.256,3.95,35,15.4,45.8365124,1.129677472,0.283929632,0.012082112,0.244662768,0.00386627584,0.059655428,0.5285924,0.232580656,241.92,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-04-09 14:21:00","2015-04-09 16:59:59","2015-04-09 14:21:00","2015-04-09 16:59:59",0.0652,"2015-04-09 13:53:00","2015-04-09 15:15:00",0.234000019,1.36666666666667,0.171219526097561,0.324000108,0.324000108,0.288000096,0.269999972,0.198000007,139.775909922413,0.377394917653259,160.319016784157,0.432861300427898,0,0,0,0,62.6,39.65,62.6,32,62.6,23.1571428571429,62.6,17.8571428571429,62.6,0.991114063993455,-0.133014706534195,5,2.2,0.72834685,0,0,0,"before","before",0,148
124,"ESW1-44",3008,78.4,26.7,0.81,13.9,0.367,3.7,40.6,13.09,76.25538688,1.987507424,0.676867962,0.0205341966,0.352376954,0.00930376562,0.093798182,1.029244916,0.3318427574,406.08,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-04-09 19:18:59","2015-04-09 22:30:00","2015-04-09 19:14:59","2015-04-09 22:45:00",0.1226,"2015-04-09 19:06:00","2015-04-09 20:43:00",0.189000007,1.61666666666667,0.116907220824742,0.324000108,0.269999736,0.216000076,0.197999952,0.126000045,103.898946251836,0.20571986370714,121.808955889169,0.241181674192257,0.234000019,0.234000019,0.234000019,0.234000019,262,162.3,262,113.766666666667,262,58.1571428571429,262,35.5714285714286,262,0.988677590232341,-0.150055398344652,5,2.2,0.72834685,0,0,0,"before","before",0,148
125,"ESW1-45",901,84.6,30.2,0.99,8.58,0.491,1.69,38.78,7.59,28.67290142,2.692261332,0.961067284,0.0315051858,0.2730449436,0.01562529922,0.0537815798,1.2341122276,0.2415397578,509.76,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-04-10 01:05:59","2015-04-10 04:30:00","2015-04-10 01:00:00","2015-04-10 04:30:00",0.0598,"2015-04-10 01:00:00","2015-04-10 04:28:00",0.143999937,3.46666666666667,0.0415384433653846,0.432000168,0.324000126,0.216000084,0.143999818,0.090000035,74.4695191488403,0.107235972039805,82.8511826319135,0.119305552200803,0.423000026,0.423000026,0.423000026,0.423000026,262,162.3,262,113.766666666667,262,58.1571428571429,262,35.5714285714286,262,0.988677590232341,-0.150055398344652,10,1.7,0.1181103,0,0,0,"before","before",0,149
