"unique_storm_id","Suspended_Sediment_mg_L","Chloride_mg_L","NO2_NO3_N_mg_L","Ammonium_N_mg_L","TKN_Unfiltered_mg_L","Dissolved_Reactive_Phosphorus_mg_L","TP_Unfiltered_mg_L","Total_Nitrogen_computed_mg_L","Organic_Nitrogen_computed_mg_L","Suspended_Sediment_Load_pounds","Chloride_Load_pounds","NO2_NO3_N_Load_pounds","Ammonium_N_Load_pounds","TKN_Unfiltered_Load_pounds","Dissolved_Reactive_Phosphorus_Load_pounds","TP_Unfiltered_Load_pounds","Total_Nitrogen_load_pounds","Organic_Nitrogen_Load_pounds","sum_runoff","Flag_Suspended_Sediment","Flag_Chloride","Flag_NO2_NO3_N_","Flag_Ammonium_N_","Flag_TKN_Unfiltered","Flag_Dissolved_Reactive_Phosphorus_","Flag_TP_Unfiltered","frozen","comments","site","water_year","sample_start","sample_end","storm_start","storm_end","peak_discharge","rain","duration","Ievent","I5","I10","I15","I30","I60","energy","erosivity_m1","erosivity_m2","ARFdays1","ARFdays2","ARFdays7","ARFdays14","ant_discharge_date","ant_dis_1day_mean","ant_dis_1day_max","ant_dis_2day_mean","ant_dis_2day_max","ant_dis_7day_mean","ant_dis_7day_max","ant_dis_14day_mean","ant_dis_14day_max"
"SW1-33",1310.63190329462,62.6018487793316,13.1306944773643,1.53660109030576,9.04377814648021,0.941375207395117,2.4874946669827,22.1744726238445,7.50717705617445,2982.53191528,142.459535336,29.880788992,3.4967573896,20.580421466,2.14223504956,5.6606528612,50.461210458,17.0836640764,36452.16,"HT, HT, HT, HT","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","HT, HT, HT, HT","NA, NA, NA, NA","HT, HT, HT, HT","FALSE, FALSE, FALSE, FALSE","NA, NA, NA, NA","SW1","WY14","2014-04-12 12:49:59","2014-04-14 22:00:00","2014-04-12 12:45:59","2014-04-14 22:00:00",1.262,1.056,8.16666666666667,0.12930612244898,1.116,0.611999999999999,0.504,0.432,0.378,685.697553889137,2.96221343280107,3.20637675206528,0,0,0.009,0.108,"2014-03-29 10:06:00",0,0,0,0,0.000927674942462468,0.0137357329157151,0.0321261486327565,0.22109
"SW1-34",1021,51.8,9.4,0.26,7,0.571,1.92,16.4,6.74,720.87543682,36.573308156,6.636855148,0.1835725892,4.94233894,0.40315364782,1.3556129664,11.579194088,4.7587663508,11309.76,"HT",NA,NA,NA,"HT",NA,"HT","FALSE",NA,"SW1","WY14","2014-05-12 05:24:59","2014-05-13 14:30:00","2014-05-12 05:24:59","2014-05-13 14:30:00",0.6996,0.782,3.38333333333333,0.231133004926108,1.464,1.056,0.883999999999999,0.77,0.602,646.903936912093,4.98116031422311,4.94814835267916,0.27,0.27,0.747,1.512,"2014-04-28 04:30:00",0,0,0,0,0,0,0.0039417826123146,0.0532290411156095
"SW1-35",17155.3112009238,45.280350269438,7.61168206312548,0.466020015396459,42.4382409545805,0.630426481909161,13.6254407236336,50.0499230177059,41.972220939184,48079.79220186,126.903546446,21.332640814,1.3060763072,118.938198358,1.76684490848,38.1869119702,140.270839172,117.6321220508,44893.44,"HT, HT, HT, HT","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","FALSE, FALSE, FALSE, FALSE","NA, NA, NA, NA","SW1","WY14","2014-06-01 20:46:59","2014-06-03 01:30:00","2014-06-01 20:46:59","2014-06-03 01:30:59",3.516,2.48,13.4166666666667,0.184844720496894,3.528,2.382,2.388,1.448,0.862,2113.56011364475,30.6043504455759,30.5594495907201,0,0,0.171,0.864,"2014-05-18 15:53:00",0,0,0,0,0,0,0.00250833252637775,0.0778033059992639
"SW1-36",3054,90.7,19.2,1.05,7.8,0.676,2.09,27,6.75,1238.74442304,36.789168032,7.787784192,0.425894448,3.163787328,0.27419490176,0.8477327584,10.95157152,2.73789288,6497.28,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2014-06-18 05:15:59","2014-06-18 20:44:59","2014-06-18 05:15:59","2014-06-19 07:59:59",0.3936,1.072,10.5,0.102095238095238,1.092,0.977999999999999,0.832,0.578,0.37,658.105930465911,3.80385227809296,4.18329906190882,0.162,0.585,0.684,0.702,"2014-06-04 02:18:00",0,0,0,0,0,0,0,0
"SW1-37",167,74.2,39.2,0.83,3.22,0.271,0.647,42.42,2.39,5.58474052,2.481363752,1.310909152,0.0277564948,0.1076818232,0.00906266276,0.02163668932,1.4185909752,0.0799253284,535.68,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2014-08-12 03:27:00","2014-08-12 11:37:59","2014-08-12 03:22:59","2014-08-12 11:44:59",0.0471,1.777,11.8666666666667,0.149747191011236,1.44,1.158,1.024,0.872,0.769,1264.2870182328,11.0245827989901,11.4989050171499,0,0,0,1.117,"2014-07-28 21:01:00",0,0,0,0,0,0,0,0
"SW1-38",2011,18,2.9,0.67,8.8,0.287,3.15,11.7,8.13,48.8111931,0.4368978,0.07038909,0.016262307,0.21359448,0.0069660927,0.076457115,0.28398357,0.197332173,388.8,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2014-09-04 20:12:00","2014-09-04 22:59:59","2014-09-04 20:08:59","2014-09-05 01:00:00",0.1275,0.699,2.38333333333333,0.293286713286713,2.184,1.65,1.392,0.876,0.6,611.749916595036,5.35892926937251,5.25196616269268,0.162,0.162,0.54,0.904,"2014-08-21 19:31:00",0,0,0,0,0,0,0,0
"SW1-39",2103,40.8,6.9,0.31,9.7,0.63,3.14,16.6,9.39,792.88698186,15.382686096,2.601483678,0.1168782522,3.657158214,0.2375267706,1.1838635868,6.258641892,3.5402799618,6039.36,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY14","2014-09-05 05:35:00","2014-09-05 16:30:00","2014-09-05 05:33:59","2014-09-06 09:00:00",1.383,0.577,1.4,0.412142857142857,3.456,2.166,1.588,0.848,0.487,545.898332044767,4.62921785573963,4.51795479458962,0.861,0.861,1.104,1.603,"2014-08-22 05:33:00",0.0208919700135782,0.127442545748988,0.0142727319894742,0.127442545748988,0.00533905900347,0.127442545748988,0.00284141773509244,0.127442545748988
"SW1-4",3978,27.8,10,0.48,15,0.219,5.61,25,14.52,276.78931956,1.934324556,0.6958002,0.0333984096,1.0437003,0.01523802438,0.3903439122,1.7395005,1.0103018904,1114.56,NA,NA,NA,NA,NA,NA,NA,"TRUE","Komiskey, Matthew J.:suspect frost came out after this storm! No soil temp probe in at this point","SW1","WY12","2012-03-07 21:04:59","2012-03-08 05:30:00","2012-03-07 21:00:00","2012-03-08 05:44:59",0.2234,0.261,2.01666666666667,0.129421487603306,0.756,0.486,0.432,0.342,0.207,164.174754334066,0.561477659822507,0.601583769317159,0.027,0.027,0.027,0.027,"2012-02-22 20:54:00",0.0736284641662513,0.194218002434201,0.0521263463123903,0.194218002434201,0.0218969410159855,0.194218002434201,0.0164368862284136,0.194218002434201
"SW1-40",1011.02610669694,50.194551645857,5.05516458569807,0.322088535754824,5.16855845629966,0.57788989784336,1.83427922814983,10.2237230419977,4.84646992054484,480.43331732,23.852138732,2.402182768,0.1530544688,2.45606683,0.27460968498,0.87163808,4.858249598,2.3030123612,7611.84,"HT, HT","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","FALSE, FALSE","NA, Komiskey, Matthew J.:sampled just after peak, ended sample time early, use 40a to estimate last half of event","SW1","WY14","2014-09-20 03:29:00","2014-09-21 15:08:00","2014-09-20 03:26:00","2014-09-21 15:08:00",0.5732,0.64,2.88333333333333,0.221965317919075,1.8,1.68,1.408,0.83,0.487,518.847758033021,4.30643639167408,4.33200048973863,0,0,0.09,0.747,"2014-09-06 03:06:00",0,0,0,0,6.47330242985239e-05,0.00425114538093485,0.000352131312872303,0.0183035936694884
"SW1-41",666,56.5,3.7,0.33,5.7,0.758,2.04,9.4,5.37,147.2831028,12.4947377,0.81823946,0.072978114,1.26053106,0.1676285164,0.451137432,2.07877052,1.187552946,3542.4,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2014-10-03 04:14:59","2014-10-03 15:45:00","2014-10-03 03:00:00","2014-10-03 21:15:00",0.2276,0.350999999,5.2,0.0674999998076923,0.216000072,0.162000054,0.18000006,0.144000048,0.126000042,152.939763561361,0.220233332939446,0.274298056794132,0.144000001,0.324000004,0.467999992,1.566999992,"2014-09-19 02:53:00",0,0,0,0,0,0,0.0436597060608187,0.573155397701713
"SW1-42",1086,33.4,9.1,0.12,6.9,0.674,2.39,16,6.78,595.72471356,18.321551964,4.991800086,0.0658259352,3.784991274,0.36972233604,1.3110332094,8.77679136,3.7191653388,8786.88,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2014-10-13 19:20:00","2014-10-14 04:12:59","2014-10-13 19:18:59","2014-10-14 04:12:59",0.928,0.881999963,9.73333333333333,0.0906164345547945,0.863999724,0.539999898,0.432000028,0.288000038,0.224999988,498.755039551687,1.43641470343577,1.62187390324425,0.018,0.018,0.018,0.809999965,"2014-09-29 16:34:00",0,0,0,0,0,0,0.0280166512521817,0.227588340236533
"SW1-43",3035,74.8,18.8,0.8,16.2,0.256,3.95,35,15.4,45.8365124,1.129677472,0.283929632,0.012082112,0.244662768,0.00386627584,0.059655428,0.5285924,0.232580656,241.92,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-04-09 14:21:00","2015-04-09 16:59:59","2015-04-09 14:21:00","2015-04-09 16:59:59",0.0652,0.234000019,1.38333333333333,0.169156640240964,0.324000108,0.324000108,0.288000096,0.269999972,0.198000007,132.201090951626,0.356942908553086,0.412754931918111,0.359999974,0.638999982,0.881999978,1.124999984,"2015-03-26 13:52:00",0.00394214363877057,0.0425598939391314,0.00209053071752985,0.0425598939391314,0.00071582374763668,0.0425598939391314,0.000375953753016267,0.0425598939391314
"SW1-44",3008,78.4,26.7,0.81,13.9,0.367,3.7,40.6,13.09,76.25538688,1.987507424,0.676867962,0.0205341966,0.352376954,0.00930376562,0.093798182,1.029244916,0.3318427574,406.08,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-04-09 19:18:59","2015-04-09 22:30:00","2015-04-09 19:14:59","2015-04-09 22:45:00",0.1226,0.189000007,1.63333333333333,0.11571429,0.324000108,0.269999736,0.216000076,0.197999952,0.126000045,96.3241272810494,0.190721725780897,0.226437005997135,0.593999993,0.873000001,1.115999997,1.359000003,"2015-03-26 19:05:00",0.017545505464662,0.0654074687994375,0.0112025238972623,0.0654074687994375,0.00452054787854233,0.0654074687994375,0.0024838175156826,0.0654074687994375
"SW1-45",901,84.6,30.2,0.99,8.58,0.491,1.69,38.78,7.59,28.67290142,2.692261332,0.961067284,0.0315051858,0.2730449436,0.01562529922,0.0537815798,1.2341122276,0.2415397578,509.76,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-04-10 01:05:59","2015-04-10 04:30:00","2015-04-10 01:00:00","2015-04-10 04:30:00",0.0598,0.143999937,3.38333333333333,0.0425615577339901,0.432000168,0.324000126,0.216000084,0.143999818,0.090000035,66.8947668896634,0.0963283425726396,0.108582250614164,0.783,0.855000009,1.305000004,1.54800001,"2015-03-27 01:05:00",0.0312857711553554,0.122866358626358,0.0233475904144443,0.122866358626358,0.0100813440887289,0.122866358626358,0.00576519124484436,0.122866358626358
"SW1-46",17200,27.1,3.8,3.47,54,1.7,19.4,57.8,50.53,677.245528,1.067055454,0.149624012,0.1366303478,2.12623596,0.066937058,0.763869956,2.275859972,1.9896056122,630.72,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-05-17 16:57:59","2015-05-17 18:00:00","2015-05-17 16:54:00","2015-05-17 18:15:00",0.8292,0.446000022,0.183333333333333,2.43272739272727,4.35600024,2.622000132,1.784000088,0.892000044,0.446000022,470.600073450518,4.19775286224266,4.09137370119425,0,0.008999996,0.387000001,0.504000006,"2015-05-03 16:52:00",0,0,0,0,0,0,0,0
"SW1-47",3760,25.8,8.8,1.06,14,0.623,4.53,22.8,12.94,614.5048464,4.216549212,1.438202832,0.1732380684,2.28804996,0.10181822322,0.7403475942,3.726252792,2.1148118916,2617.92,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-05-24 18:47:59","2015-05-25 03:00:00","2015-05-24 18:45:00","2015-05-25 07:59:59",0.6542,1.363000056,12.2666666666667,0.111114135,0.996000876,0.71400018,0.512000132,0.395999918,0.317000041,905.071908336873,3.58408401485505,3.81526284449165,0,0,0.446000022,0.833000023,"2015-05-10 12:56:00",0,0,0,0,0.013733875653532,0.829716960083581,0.00686208486717114,0.829716960083581
"SW1-48",127,86.7,15,0.18,4.2,0.694,1.04,19.2,4.02,25.61947124,17.489828004,3.0259218,0.0363110616,0.847258104,0.13999931528,0.2097972448,3.873179904,0.8109470424,3231.36,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-05-30 05:32:00","2015-05-30 19:30:00","2015-05-30 04:00:00","2015-05-31 00:45:00",0.2129,0.773999982,15.3333333333333,0.0504782596956522,0.432000072,0.378000048,0.324000004,0.18000006,0.143999989,354.311960223002,0.637761740988579,0.751410112070207,0.035999999,0.035999999,1.651000012,2.097000034,"2015-05-15 21:23:00",0,0,0,0,0.0384013469923906,0.654581575513903,0.0282971162643645,0.829716960083581
"SW1-49",92,85.4,25.1,0.25,3.5,0.703,1.06,28.6,3.25,50.01994368,46.431556416,13.646745504,0.13592376,1.90293264,0.38221761312,0.5763167424,15.549678144,1.76700888,8709.12,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-06-11 22:30:00","2015-06-12 16:14:59","2015-06-11 22:27:00","2015-06-12 21:00:00",0.5442,0.773999979,8.98333333333333,0.086159552393321,0.216000084,0.16200042,0.144000056,0.144000052,0.126000046,346.056633454051,0.498321732123283,0.631388765167137,0.540000011,0.558000011,0.953999999,1.772999983,"2015-05-28 21:20:00",0.000963996994250159,0.0147252578115909,0.00058459255474608,0.0147252578115909,0.000188798373711769,0.0147252578115909,0.0229625293257524,0.213081190040577
"SW1-5",1231.41176470588,45.1294117647059,17.3294117647059,0.13,5.23058823529412,0.154058823529412,1.40276470588235,22.56,5.10058823529412,237.11899932,8.690059056,3.336928308,0.0250326258,1.0071950616,0.02966536062,0.27011449206,4.3441233696,0.9821624358,3084.48,"HT, HT, HT","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","FALSE, FALSE, FALSE","Komiskey, Matthew J.:Lab may of split this wrong!, NA, NA","SW1","WY12","2012-03-12 01:39:59","2012-03-13 03:29:59","2012-03-12 01:34:59","2012-03-13 03:45:00",0.1245,0.378,4.68333333333333,0.080711743772242,0.216,0.216,0.216,0.18,0.162,184.340941270434,0.331813694286782,0.401180099256595,0,0,0.297,0.297,"2012-02-27 00:29:00",0,0,0,0,0.0243103858306285,0.223186441381461,0.0180363318010328,0.223186441381461
"SW1-50",1210,49.6,10.9,0.15,4.9,0.526,1.7,15.8,4.75,1024.660186,42.00259936,9.23040994,0.12702399,4.14945034,0.4454307916,1.43960522,13.37986028,4.02242635,13564.8,NA,NA,NA,NA,NA,NA,NA,"FALSE","Komiskey, Matthew J.:NRCS signed off on Waterway completion","SW1","WY15","2015-06-15 15:47:00","2015-06-16 07:00:00","2015-06-15 15:45:59","2015-06-16 13:00:00",1.66,0.680000028,2.2,0.309090921818182,1.68000024,1.38000012,1.0640001,0.802000068,0.536000039,564.482417701909,4.52714937381736,4.47681625882581,0,0.017999999,1.412999975,1.763999977,"2015-06-01 15:31:00",0,0,0,0,0.0905960477859894,0.544405904649199,0.062124151562467,0.544405904649199
"SW1-51",513,3.3,0.05,0.11,2.3,0.605,1.22,2.35,2.19,16.87881834,0.108577194,0.001645109,0.0036192398,0.075675014,0.0199058189,0.0401406596,0.077320123,0.0720557742,527.04,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-09-08 09:06:59","2015-09-08 13:00:00","2015-09-08 08:53:59","2015-09-08 13:00:00",0.2262,1.353000038,5.11666666666667,0.26442997485342,3.672,2.880000138,2.064000148,1.103999982,0.875000036,1200.26571384647,13.2509332648172,13.1782998140066,0.108000044,0.864000034,1.082000023,1.487000015,"2015-08-25 08:08:00",0,0,0.000104806201550388,0.00518,3.59096945551129e-05,0.00518,1.84447476125512e-05,0.00518
"SW1-52",222,7.7,0.8,0.09,1.83,0.733,1.12,2.63,1.74,14.12959848,0.490080668,0.050917472,0.0057282156,0.1164737172,0.04665313372,0.0712844608,0.1673911892,0.1107455016,1019.52,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY15","2015-09-19 00:56:59","2015-09-19 05:15:00","2015-09-19 00:56:59","2015-09-19 05:15:00",0.2416,0.927,5.86666666666667,0.158011363636364,0.972000516,0.648000336,0.504000248,0.414000042,0.360000075,624.686108184581,2.58620075025233,2.76731587128171,0.243000023,0.558000022,0.558000022,2.784000094,"2015-09-04 21:18:00",0,0,0,0,0,0,0.00454645585472761,0.2262
"SW1-53",35,80.2,9.6,0.25,2.7,0.971,1.1,12.3,2.45,17.368036,39.79761392,4.76380416,0.1240574,1.33981992,0.4818389416,0.54585256,6.10362408,1.21576252,7948.8,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY16","2015-11-26 15:06:00","2015-11-28 01:59:59","2015-11-26 15:02:59","2015-11-28 01:59:59",0.1859,1.161,12.2166666666667,0.0950341064120055,0.324,0.27,0.252,0.216,0.18,554.783150273389,1.19833160459052,1.48348463147948,0.054,0.054,0.054,0.774,"2015-11-12 13:05:00",0,0,0,0,0,0,0.0013628738904204,0.03556
"SW1-54",36,79.2,18.2,0.1,1.9,0.536,0.686,20.1,1.8,11.88362016,26.143964352,6.007830192,0.033010056,0.627191064,0.17693390016,0.22644898416,6.635021256,0.594181008,5287.68,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY16","2015-11-30 23:17:59","2015-12-02 08:30:00","2015-11-30 23:19:59","2015-12-02 08:30:00",0.1081,0.369,10.05,0.0367164179104478,0.324,0.27,0.252,0.18,0.117,167.171411555128,0.300908540799231,0.344631008369293,0.009,0.018,1.233,1.953,"2015-11-16 22:09:00",0,0,0,0,0.0378147318668822,0.18592,0.0312885686202107,0.18592
"SW1-55",1158.33046133711,31.4862253244629,11.1615007089105,0.0716392191078634,6.35727451194241,0.478384556658305,2.20855251390555,17.5187752208529,6.28563529283455,5728.61042616,155.717495736,55.200041324,0.3542971468,31.440379293,2.36588680904,10.92256258484,86.640420617,31.0860821462,79220.16,"NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","FALSE, FALSE, FALSE","NA, NA, NA","SW1","WY16","2015-12-13 04:50:59","2015-12-17 04:30:59","2015-12-13 04:50:59","2015-12-17 08:15:00",1.646,0.835,4.63333333333333,0.180215827338129,1.452,1.092,0.872,0.544,0.29,670.315030724309,3.64651376714024,3.61724531824793,0,0,0.108,0.495,"2015-11-29 04:32:00",0,0,0,0,0.000562967195435093,0.02623,0.0226884110072757,0.1081
"SW1-56",280,45.8,12,0.09,2.48,0.408,0.895,14.48,2.39,114.024932,18.65122102,4.8867828,0.036650871,1.009935112,0.1661506152,0.3644725505,5.896717912,0.973284241,6523.2,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY16","2015-12-23 10:59:59","2015-12-24 09:29:59","2015-12-23 10:59:59","2015-12-24 09:29:59",0.1773,0.189,5.51666666666667,0.0342598187311178,0.216,0.216,0.18,0.162,0.108,82.5010744259423,0.133651740570027,0.15489999985672,0.009,0.513,2.771,2.771,"2015-12-02 05:26:00",0.026486652168344,0.05347,0.226079825621792,1.618,0.284314369547743,1.646,0.224370333751297,1.646
"sW1-57",5,15.8,2.3,0.22,1.05,0.35,0.453,3.35,0.83,0.4072319,1.286852804,0.187326674,0.0179182036,0.085518699,0.028506233,0.03689521014,0.272845373,0.0676004954,1304.64,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW1","WY16","2016-02-21 11:30:00","2016-02-22 02:21:59","2016-02-21 11:30:00","2016-02-22 02:21:59",0.0367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SW1-57",6,9.5,1.5,0.29,0.83,0.305,0.376,2.33,0.54,1.1650608,1.8446796,0.2912652,0.056311272,0.161166744,0.059223924,0.0730104768,0.452431944,0.104855472,3110.4,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW1","WY16","2016-02-20 10:45:00","2016-02-21 11:30:00","2016-02-20 10:45:00","2016-02-21 11:30:00",0.1678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SW1-58",253.794883105426,25.1271063078959,6.76164534627261,0.282011468901632,2.41975297750331,0.372084472871636,0.705801058667843,9.18139832377591,2.13774150860168,620.66780228,61.449567694,16.535934474,0.6896728432,5.9176242808,0.90995078078,1.72607101676,22.4535587548,5.2279514376,39173.76,"NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","FALSE, FALSE, FALSE, FALSE","NA, NA, Komiskey, Matthew J.:There was some changes in the bottle labeling so may affected results, NA","SW1","WY16","2016-03-06 19:59:59","2016-03-10 03:51:59","2016-03-06 19:59:59","2016-03-10 03:51:59",0.542,0.162,2.7,0.06,0.432,0.324,0.216,0.162,0.09,78.4283475771301,0.127053923074951,0.145590311562659,0,0,0,0,"2016-02-24 02:34:00",0.138747736555556,0.2848,0.163895972979094,0.542,0.0675219691963795,0.542,0.0491762396418695,0.542
"SW1-59",9011.29240924092,32.8103630363036,5.34838283828383,0.132059405940594,25.0478349834983,0.385679867986799,9.59534719471947,30.3962178217822,24.9157755775578,22091.02203912,80.434017678,13.111464792,0.3237412698,61.4043191058,0.9454872927,23.52282189114,74.5157838978,61.080577836,39268.8,"NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","FALSE, FALSE","NA, NA","SW1","WY16","2016-03-13 17:30:00","2016-03-17 18:29:59","2016-03-13 17:30:00","2016-03-17 18:29:59",2.22,0.306,10.5,0.0291428571428571,0.108,0.108,0.108,0.09,0.072,110.639646724572,0.099575682052115,0.115848193682536,0,0,0.171,0.171,"2016-02-28 16:50:00",8.62500020833333e-05,0.00162,0.0021781250859375,0.0061,0.117709246126759,0.542,0.0581108848460864,0.542
"SW1-6",2483,30.5,17.5,0.1,9,0.13,2.46,26.5,8.9,984.3711969,12.09155115,6.93777525,0.03964443,3.5679987,0.051537759,0.975252978,10.50577395,3.52835427,6350.4,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW1","WY12","2012-04-19 20:39:59","2012-04-20 22:00:00","2012-04-19 20:35:00","2012-04-20 02:55:00",0.6134,1.485,13.1833333333333,0.112642225031606,0.432,0.378,0.36,0.324,0.297,853.470383310728,2.76524404192676,3.17919218928159,0,0.073,1.02,1.047,"2012-04-05 16:39:00",0,0,0,0,0.000309017638691323,0.0444822,0.00015776281771968,0.0444822
"SW1-60",317.193864507882,33.8440562420111,4.66608436301662,0.122202812100554,2.19214316148274,0.306556455048999,0.909787814230933,6.85822752449936,2.06994034938219,401.54359852,42.84403216,5.906912194,0.1546995778,2.7750885248,0.38807743744,1.15172301136,8.6820007188,2.620388947,20278.08,"NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","FALSE, FALSE","NA, NA","SW1","WY16","2016-03-26 11:15:00","2016-03-28 21:15:00","2016-03-26 11:15:00","2016-03-28 21:15:00",0.4885,0.009,0.0166666666666667,0.54,0.108,0.054,0.036,0.018,0.009,0,0,0,0,0,0,1.545,"2016-03-13 10:12:00",0.118803612115897,0.3024,0.107903422953058,0.3024,0.0804412580445387,0.3024,0.142047443734534,2.22
