"","unique_storm_id","Suspended_Sediment_mg_L","Chloride_mg_L","NO2_NO3_N_mg_L","Ammonium_N_mg_L","TKN_Unfiltered_mg_L","Dissolved_Reactive_Phosphorus_mg_L","TP_Unfiltered_mg_L","Total_Nitrogen_computed_mg_L","Organic_Nitrogen_computed_mg_L","Suspended_Sediment_Load_pounds","Chloride_Load_pounds","NO2_NO3_N_Load_pounds","Ammonium_N_Load_pounds","TKN_Unfiltered_Load_pounds","Dissolved_Reactive_Phosphorus_Load_pounds","TP_Unfiltered_Load_pounds","Total_Nitrogen_load_pounds","Organic_Nitrogen_Load_pounds","sum_runoff","Flag_Suspended_Sediment","Flag_Chloride","Flag_NO2_NO3_N_","Flag_Ammonium_N_","Flag_TKN_Unfiltered","Flag_Dissolved_Reactive_Phosphorus_","Flag_TP_Unfiltered","frozen","comments","site","water_year","sample_start","sample_end","storm_start","storm_end","peak_discharge"
"1","32",11906,8.5,7,0.03,30.4,0.148,9.52,37.4,30.37,25340.65277288,18.09134458,14.89875436,0.0638518044,64.703161792,0.31500223504,20.2623059296,79.601916152,64.6393099876,34093.44,"HT","NA","NA","NA","NA","NA","NA","FALSE","Komiskey, Matthew J.:times were off on split, not split correctly","SW1","WY12","2012-05-02 23:57:00","2012-05-03 09:49:59","2012-05-02 23:55:59","2012-05-03 09:49:59",8.0948
"2","EST1-11",115,35.3,7.2,0.14,4.44,1.144,1.767,11.64,4.3,62.4008722,19.154354684,3.906837216,0.0759662792,2.4092162832,0.62075302432,0.95880296676,6.3160534992,2.333250004,8691.84,"HT","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY12","2012-08-09 07:41:59","2012-08-10 15:45:00","2012-08-09 07:39:59","2012-08-10 16:00:00",0.4199
"3","SW1-1",275,13.4,2.7,0.57,3.21,0.298,0.731,5.91,2.64,26.8476395,1.308212252,0.263595006,0.0556478346,0.3133851738,0.02909307844,0.07136590718,0.5769801798,0.2577373392,1563.84,"NA","NA","NA","NA","NA","NA","NA","TRUE","NA","SW1","WY12","2012-01-31 12:00:00","2012-01-31 20:15:00","2012-01-31 12:00:00","2012-01-31 21:00:00",0.0903
"4","SW1-10",8700,14.8,4,0.19,26.4,0.188,14.76,30.4,26.21,6968.51991,11.85449364,3.2039172,0.152186067,21.14585352,0.1505841084,11.822454468,24.34977072,20.993667453,12830.4,"HT","NA","NA","NA","NA","NA","NA","FALSE","Komiskey, Matthew J.:times were off on split, split incorrectly","SW1","WY12","2012-05-06 09:20:00","2012-05-07 18:15:00","2012-05-06 09:15:00","2012-05-07 18:29:59",1.426
"5","SW1-1042",7,43.5,2.7,0.27,1.34,0.43,0.471,4.04,1.07,6.2109607,38.59668435,2.39565627,0.239565627,1.188955334,0.381530443,0.4179089271,3.584611604,0.949389707,14212.8,"NA","NA","NA","NA","NA","NA","NA","TRUE","Komiskey, Matthew J.:Sampler head was not reset properly for this event. Got one sample on the tail end. See what it looks like to use for the estimate.","SW1","WY16","2016-02-29 18:54:00",NA,"2016-02-27 12:29:59","2016-02-29 20:12:59",0.222
"6","SW1-1054",34,33.2,2.1,0.45,1.52,0.327,0.425,3.62,1.07,0.78857356,0.770018888,0.048706014,0.010437003,0.0352538768,0.00758422218,0.0098571695,0.0839598908,0.0248168738,371.52,"NA","NA","NA","NA","NA","NA","NA","TRUE","NA","SW1","WY16","2016-03-06 17:53:59",NA,"2016-03-06 13:59:59","2016-03-06 19:59:59",0.0334
"7","SW1-11",839,347,118,9.6,34.7,1.23,3.63,152.7,25.1,71.04875174,29.38488302,9.99255388,0.812953536,2.938488302,0.1041596718,0.3073980558,12.931042182,2.125534766,1356.48,"HT","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY12","2012-06-18 17:46:59","2012-06-19 06:15:00","2012-06-18 17:46:00","2012-06-19 06:29:59",0.1564
"8","SW1-12",2881,17.2,6.1,0.44,9.8,0.337,3.07,15.9,9.36,130.53211752,0.779296224,0.276378312,0.0199354848,0.444017616,0.01526876904,0.1390953144,0.720395928,0.4240821312,725.76,"NA","NA","NA","NA","NA","Q","NA","FALSE","NA","SW1","WY12","2012-07-17 15:42:59","2012-07-17 17:12:00","2012-07-17 15:38:59","2012-07-17 17:15:00",0.7549
"9","SW1-1284",2690,3.4,0.6,0.71,12.6,0.405,3.6,13.2,11.89,30.4695762,0.038511732,0.006796188,0.0080421558,0.142719948,0.0045874269,0.040777128,0.149516136,0.1346777922,181.44,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY16","2016-09-13 04:20:00",NA,"2016-09-13 04:16:00","2016-09-13 04:23:00",1.36
"10","SW1-1286",2220,1.3,0.5,0.39,9.3,0.418,3,9.8,8.91,58.6737564,0.034358506,0.01321481,0.0103075518,0.245795466,0.01104758116,0.07928886,0.259010276,0.2354879142,423.36,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY16","2016-09-13 04:25:00",NA,"2016-09-13 04:23:00","2016-09-13 04:25:59",3.036
"11","SW1-1287",1950,1,0.3,0.32,8.51,0.419,2.8,8.81,8.19,185.115216,0.09493088,0.028479264,0.0303778816,0.8078617888,0.03977603872,0.265806464,0.8363410528,0.7774839072,1520.64,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY16","2016-09-13 04:27:59",NA,"2016-09-13 04:25:59","2016-09-13 04:32:59",3.8
"12","SW1-1288",1400,0.5,0.4,0.22,6.4,0.414,2.3,6.8,6.18,970.34462,0.34655165,0.27724132,0.152482726,4.43586112,0.2869447662,1.59413759,4.71310244,4.283378394,11102.4,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY16","2016-09-13 04:38:00",NA,"2016-09-13 04:32:59","2016-09-13 07:27:59",3.66
"13","SW1-1290",61,44.5,3.8,0.36,3.86,1.8,2,7.66,3.5,4.4417943,3.24032535,0.27670194,0.026213868,0.281070918,0.13106934,0.1456326,0.557772858,0.25485705,1166.4,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY16","2016-09-13 10:18:00",NA,"2016-09-13 07:27:59","2016-09-13 13:45:00",0.2116
"14","SW1-13",2988,36.7,6.3,0.4,10.8,0.592,3.09,17.1,10.4,332.00349264,4.077820676,0.700007364,0.044444912,1.200012624,0.06577846976,0.3433369452,1.900019988,1.155567712,1779.84,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY12","2012-07-25 19:27:00","2012-07-25 23:44:59","2012-07-25 19:27:00","2012-07-25 23:44:59",1.21
"15","SW1-14",1395,55.1,3.2,0.24,8.49,0.974,2.79,11.69,8.25,90.292212,3.56638056,0.20712192,0.015534144,0.549520344,0.0630427344,0.180584424,0.756642264,0.5339862,1036.8,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY12","2012-07-26 13:56:00","2012-07-26 17:30:00","2012-07-26 13:52:59","2012-07-26 17:30:59",0.5332
"16","SW1-15",903,20.4,0.8,0.08,4.79,0.55,1.64,5.59,4.71,56.49897624,1.276388832,0.050054464,0.0050054464,0.2997011032,0.034412444,0.1026116512,0.3497555672,0.2946956568,1002.24,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY12","2012-08-04 16:48:59","2012-08-04 19:25:59","2012-08-04 16:47:59","2012-08-04 19:27:00",0.7495
"17","SW1-17",199,26.3,3.5,0.05,3.01,1.06,1.34,6.51,2.96,135.99549754,17.973274298,2.39188061,0.034169723,2.0570173246,0.7243981276,0.9157485764,4.4488979346,2.0228476016,10946.88,"HT","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY13","2012-10-14 04:45:00","2012-10-15 18:29:59","2012-10-14 04:30:00","2012-10-15 18:45:00",0.4864
"18","SW1-18",314,35.9,3.8,0.08,4.05,1.11,1.54,7.85,3.97,141.75877284,16.207452054,1.715552028,0.0361168848,1.828417293,0.5011217766,0.6952500324,3.543969321,1.7923004082,7231.68,"HT","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY13","2012-10-17 21:27:59","2012-10-18 13:12:59","2012-10-17 21:15:00","2012-10-19 15:00:00",0.5574
"19","SW1-19",705,91.6,5.4,1.34,10.1,0.892,2.85,15.5,8.76,68.447322,8.89329744,0.52427736,0.130098456,0.98059284,0.0866028528,0.27670194,1.5048702,0.850494384,1555.2,"HT","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY13","2012-11-11 17:41:00","2012-11-12 10:00:00","2012-11-11 17:30:00","2012-11-12 10:14:59",0.0757
"20","SW1-2",458.597402597403,5.22792207792208,2.50584415584416,0.417857142857143,2.32045454545455,0.113344155844156,0.490831168831169,4.8262987012987,1.9025974025974,76.18634624,0.868509676,0.416293484,0.069418206,0.385494886,0.0188297558,0.08154131088,0.80178837,0.31607668,2661.12,"HT, HT","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","TRUE, TRUE","NA, NA","SW1","WY12","2012-02-29 04:45:00","2012-02-29 17:15:00","2012-02-29 04:30:00","2012-02-29 17:30:00",0.0804
"21","SW1-20",152,97.2,39.6,0.59,2.9,0.541,0.866,42.5,2.31,159.38031744,101.919518784,41.522766912,0.6186472848,3.040808688,0.56726810352,0.90804838752,44.5635756,2.4221614032,16796.16,"NA","NA","NA","NA","NA","NA","NA","TRUE","NA","SW1","WY13","2013-01-10 19:59:59","2013-01-13 14:30:00","2013-01-10 19:54:59","2013-01-13 14:44:59",0.2092
"22","SW1-21",135,11.8,5.6,0.78,3.43,0.739,1,9.03,2.65,122.4042003,10.699033804,5.077507568,0.7072242684,3.1099733854,0.67004965942,0.90669778,8.1874809534,2.402749117,14523.84,"NA","NA","NA","NA","NA","NA","NA","TRUE","NA","SW1","WY13","2013-01-29 01:00:00","2013-01-30 06:45:00","2013-01-29 00:00:00","2013-01-30 08:15:00",0.599
"23","SW1-22",147,4.5,1.1,0.55,1.29,0.173,0.277,2.39,0.74,420.94455774,12.88605789,3.149925262,1.574962631,3.6940032618,0.49539733666,0.79320845234,6.8439285238,2.1190406308,45869.76,"HT","NA","NA","NA","NA","NA","NA","TRUE","NA","SW1","WY13","2013-03-09 21:15:00","2013-03-13 00:35:00","2013-03-09 21:09:59","2013-03-13 00:40:00",0.8837
"24","SW1-23",958.581094418248,21.2846584055269,3.0516723324926,1.129944072815,5.95910516504003,0.506404210988047,1.54847022699857,9.01077749753262,4.82916109222502,4714.88293338,104.690853224,15.009974516,5.5577499448,29.3104917304,2.490802902,7.61631529,44.3204662464,23.7527417856,78788.16,"HT, HT, HT, HT","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","TRUE, TRUE, TRUE, TRUE","NA, NA, NA, NA","SW1","WY13","2013-03-27 10:00:00","2013-04-07 08:12:00","2013-03-27 10:00:00","2013-04-07 08:12:00",0.7873
"25","SW1-24",1124.95384615385,55.8041187159297,18.6487219866747,0.79529618413083,7.40701393095094,0.550925984251969,1.99723440339188,26.0557359176257,6.61171774682011,5008.94913372,248.47240894,83.034961976,3.5411213946,32.980336162,2.45304306572,8.8928497546,116.015298138,29.4392147674,71323.2,"HT, HT, HT, HT, HT","NA, NA, NA, NA, NA","NA, NA, NA, NA, NA","NA, NA, NA, NA, NA","NA, NA, NA, NA, NA","NA, NA, NA, NA, NA","NA, NA, NA, NA, NA","TRUE, TRUE, TRUE, TRUE, TRUE","NA, NA, NA, NA, NA","SW1","WY13","2013-04-08 09:11:59","2013-04-15 18:00:00","2013-04-08 09:11:59","2013-04-15 18:00:00",1.404
"26","SW1-25",235,83.7,12.2,0.44,3.29,0.502,0.928,15.49,2.85,104.1920346,37.110099132,5.409118392,0.1950829584,1.4586884844,0.22257192072,0.41144769408,6.8678068764,1.263605526,7102.08,"HT","NA","NA","NA","NA","NA","NA","TRUE","Komiskey, Matthew J.:Difficult to define end of frozen ground…went by end of storm, despite soil temp probe being above freezing","SW1","WY13","2013-04-17 13:14:59","2013-04-19 21:29:59","2013-04-17 13:14:59","2013-04-19 21:45:00",0.1235
"27","SW1-26",1094,54.2,19.3,0.32,4.84,0.567,1.65,24.14,4.52,1786.76744816,88.521751088,31.521582952,0.5226376448,7.9048943776,0.92604857688,2.694850356,39.4264773296,7.3822567328,26161.92,"HT","NA","NA","NA","HT","NA","HT","FALSE","NA","SW1","WY13","2013-05-02 17:55:00","2013-05-06 07:59:59","2013-05-02 17:53:00","2013-05-06 08:15:00",0.659
"28","SW1-27",3185,79.4,37.6,0.27,10.6,0.49,3.15,48.2,10.33,1396.6732689,34.818165636,16.488199344,0.1183993038,4.648268964,0.2148728106,1.381325211,21.136468308,4.5298696602,7024.32,"HT","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY13","2013-07-08 06:20:00","2013-07-08 15:15:00","2013-07-08 06:18:59","2013-07-08 15:15:00",2.21
"29","SW1-28",558,17.2,0.7,0.32,4.51,0.623,1.78,5.21,4.19,16.85454624,0.519530816,0.021143696,0.0096656896,0.1362258128,0.01881788944,0.0537653984,0.1573695088,0.1265601232,483.84,"HT","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY14","2013-10-31 23:12:59","2013-11-01 04:59:59","2013-10-31 23:06:59","2013-11-01 05:15:00",0.0616
"30","SW1-29",304,17.3,1.7,0.05,2.94,0.454,1.09,4.64,2.89,24.92367104,1.418353648,0.139375792,0.004099288,0.2410381344,0.03722153504,0.0893644784,0.3804139264,0.2369388464,1313.28,"HT","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY14","2013-11-05 19:45:00","2013-11-06 16:14:59","2013-11-05 19:43:00","2013-11-06 16:30:00",0.0447
"31","SW1-3",2371,17.4,6,0.23,6.6,0.182,2.44,12.6,6.37,794.17825758,5.828216652,2.00972988,0.0770396454,2.210702868,0.06096180636,0.8172901512,4.220432748,2.1336632226,5365.44,"NA","NA","NA","NA","NA","NA","NA","TRUE","NA","SW1","WY12","2012-03-06 21:15:00","2012-03-07 13:50:00","2012-03-06 21:00:00","2012-03-07 13:54:59",0.1947
"32","SW1-30",250,137,0.05,0.76,11.57,0.216,1.81,11.62,10.81,35.733925,19.5821909,0.007146785,0.108631132,1.653766049,0.0308741112,0.258713617,1.660912834,1.545134917,2289.6,"HT","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY14","2013-11-17 10:14:00","2013-11-18 21:15:00","2013-11-17 10:02:00","2013-11-18 21:29:59",0.1147
"33","SW1-31",20.3939213349225,42.3454112038141,1.39410011918951,5.29192789034565,11.099299761621,2.21027115613826,2.78963349225268,12.4933998808105,5.80737187127533,36.91624596,76.651939056,2.523543268,9.5792323798,20.091500465,4.0009428446,5.0496809538,22.615043733,10.5122680852,28995.84,"HT, HT, HT","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA","TRUE, TRUE, TRUE","NA, NA, NA","SW1","WY14","2014-03-10 13:59:59","2014-03-22 10:16:00","2014-03-10 13:45:00","2014-03-22 10:16:00",0.1206
"34","SW1-32",271.058096415328,36.796992171405,1.70140090646889,4.09421920065925,9.12599917593737,1.53217964565307,2.27615986814998,10.8274000824063,5.03177997527812,354.83544804,48.170032094,2.227261834,5.3596410646,11.946619744,2.005738468,2.9796645712,14.173881578,6.5869786794,20969.28,"HT, HT","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","TRUE, TRUE","NA, NA","SW1","WY14","2014-03-27 11:15:00","2014-03-30 04:30:00","2014-03-27 11:15:00","2014-03-30 04:30:00",0.354
"35","SW1-33",1310.63190329462,62.6018487793316,13.1306944773643,1.53660109030576,9.04377814648021,0.941375207395117,2.4874946669827,22.1744726238445,7.50717705617445,2982.53191528,142.459535336,29.880788992,3.4967573896,20.580421466,2.14223504956,5.6606528612,50.461210458,17.0836640764,36452.16,"HT, HT, HT, HT","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","HT, HT, HT, HT","NA, NA, NA, NA","HT, HT, HT, HT","FALSE, FALSE, FALSE, FALSE","NA, NA, NA, NA","SW1","WY14","2014-04-12 12:49:59","2014-04-14 22:00:00","2014-04-12 12:45:59","2014-04-14 22:00:00",1.262
"36","SW1-34",1021,51.8,9.4,0.26,7,0.571,1.92,16.4,6.74,720.87543682,36.573308156,6.636855148,0.1835725892,4.94233894,0.40315364782,1.3556129664,11.579194088,4.7587663508,11309.76,"HT","NA","NA","NA","HT","NA","HT","FALSE","NA","SW1","WY14","2014-05-12 05:24:59","2014-05-13 14:30:00","2014-05-12 05:24:59","2014-05-13 14:30:00",0.6996
"37","SW1-35",17155.3112009238,45.280350269438,7.61168206312548,0.466020015396459,42.4382409545805,0.630426481909161,13.6254407236336,50.0499230177059,41.972220939184,48079.79220186,126.903546446,21.332640814,1.3060763072,118.938198358,1.76684490848,38.1869119702,140.270839172,117.6321220508,44893.44,"HT, HT, HT, HT","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","NA, NA, NA, NA","FALSE, FALSE, FALSE, FALSE","NA, NA, NA, NA","SW1","WY14","2014-06-01 20:46:59","2014-06-03 01:30:00","2014-06-01 20:46:59","2014-06-03 01:30:59",3.516
"38","SW1-36",3054,90.7,19.2,1.05,7.8,0.676,2.09,27,6.75,1238.74442304,36.789168032,7.787784192,0.425894448,3.163787328,0.27419490176,0.8477327584,10.95157152,2.73789288,6497.28,"HT","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY14","2014-06-18 05:15:59","2014-06-18 20:44:59","2014-06-18 05:15:59","2014-06-19 07:59:59",0.3936
"39","SW1-37",167,74.2,39.2,0.83,3.22,0.271,0.647,42.42,2.39,5.58474052,2.481363752,1.310909152,0.0277564948,0.1076818232,0.00906266276,0.02163668932,1.4185909752,0.0799253284,535.68,"HT","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY14","2014-08-12 03:27:00","2014-08-12 11:37:59","2014-08-12 03:22:59","2014-08-12 11:44:59",0.0471
"40","SW1-38",2011,18,2.9,0.67,8.8,0.287,3.15,11.7,8.13,48.8111931,0.4368978,0.07038909,0.016262307,0.21359448,0.0069660927,0.076457115,0.28398357,0.197332173,388.8,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY14","2014-09-04 20:12:00","2014-09-04 22:59:59","2014-09-04 20:08:59","2014-09-05 01:00:00",0.1275
"41","SW1-39",2103,40.8,6.9,0.31,9.7,0.63,3.14,16.6,9.39,792.88698186,15.382686096,2.601483678,0.1168782522,3.657158214,0.2375267706,1.1838635868,6.258641892,3.5402799618,6039.36,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW1","WY14","2014-09-05 05:35:00","2014-09-05 16:30:00","2014-09-05 05:33:59","2014-09-06 09:00:00",1.383
"42","SW1-4",3978,27.8,10,0.48,15,0.219,5.61,25,14.52,276.78931956,1.934324556,0.6958002,0.0333984096,1.0437003,0.01523802438,0.3903439122,1.7395005,1.0103018904,1114.56,"NA","NA","NA","NA","NA","NA","NA","TRUE","Komiskey, Matthew J.:suspect frost came out after this storm! No soil temp probe in at this point","SW1","WY12","2012-03-07 21:04:59","2012-03-08 05:30:00","2012-03-07 21:00:00","2012-03-08 05:44:59",0.2234
